Article Name,NER Name Extracted
Colorado fire updates Sylvan Fire in Eagle County grows to 3.txt,"('Sylvan Lake State Park', 'LOCATION'), ('Eagle County', 'LOCATION'), ('Sylvan Fire', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('U.S. Forest Service', 'ORGANIZATION'), ('Red Table Mountain', 'LOCATION'), ('U.S.', 'LOCATION'), ('Summit County', 'LOCATION'), ('Conrad', 'PERSON'), ('Vosburg Pike Fire', 'ORGANIZATION'), ('Justin Conrad', 'PERSON'), ('David Boyd', 'PERSON'), ('White River National Forest', 'LOCATION'), ('Durango', 'LOCATION')"
Colorado governor releases final plan to reduce emissions by.txt,"('Thornton', 'PERSON'), ('Denver', 'LOCATION'), ('Winter', 'PERSON'), ('Colorado', 'LOCATION'), ('California', 'LOCATION'), ('Lightsource BP', 'ORGANIZATION'), ('Jared Polis', 'PERSON'), ('Western Resource Advocates', 'ORGANIZATION'), ('Public Utilities Commission', 'ORGANIZATION'), ('Alex Valdez', 'PERSON'), ('Kevin Smith', 'PERSON'), ('Tellinghuisen', 'PERSON'), ('Westminster', 'PERSON'), ('Colorado Oil and Gas Conservation Commission', 'ORGANIZATION'), ('Air Quality Control Commission', 'ORGANIZATION'), ('Northglenn', 'LOCATION'), ('Polis', 'PERSON'), ('Evraz', 'ORGANIZATION'), ('Stacy Tellinghuisen', 'PERSON'), ('Smith', 'PERSON'), ('Pueblo', 'LOCATION'), ('United States', 'LOCATION')"
Colorado officials hold summit to get public feedback on wil.txt,"('Courtney Walsh', 'PERSON'), ('Boulder', 'LOCATION'), ('Summit County', 'LOCATION'), ('Sawyer', 'PERSON'), ('West', 'LOCATION'), ('Washington', 'LOCATION'), ('John Hickenlooper', 'PERSON'), ('Vail Daily', 'ORGANIZATION'), ('Lincoln Tunnel', 'LOCATION'), ('21st Century Conservation Corps', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Walsh', 'PERSON'), ('Colorado', 'LOCATION'), ('Colorado Department of Public Safety', 'ORGANIZATION'), ('Michael Bennet', 'PERSON'), ('Jared Polis', 'PERSON'), ('Cameron Peak Fire', 'ORGANIZATION'), ('Congress', 'ORGANIZATION'), ('Joe Neguse', 'PERSON'), ('Polis', 'PERSON'), ('Stan Hilkey', 'PERSON'), ('Senate', 'ORGANIZATION'), ('Neguse', 'PERSON'), ('Hilkey', 'PERSON'), ('Bennet', 'PERSON'), ('New York', 'LOCATION')"
Colorado oil and gas company aims to produce cleanest.txt,"('Bro', 'PERSON'), ('Payne Institute for Public Policy at the Colorado School of Mines', 'ORGANIZATION'), ('Bazilian', 'PERSON'), ('U.S', 'LOCATION'), ('Chris Romer', 'PERSON'), ('WildEarth Guardians', 'ORGANIZATION'), ('Morgan Bazilian', 'PERSON'), ('North Dakota', 'LOCATION'), ('Crestone', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Dan Grossman', 'PERSON'), ('Blohm', 'PERSON'), ('Xcel Energy', 'ORGANIZATION'), ('Payne Institute', 'ORGANIZATION'), ('Broomfield Enterprise ( CO', 'ORGANIZATION'), ('John Schmidt', 'PERSON'), ('Canary Project', 'ORGANIZATION'), ('Jeremy Nichols', 'PERSON'), ('Congress', 'ORGANIZATION'), ('Nichols', 'PERSON'), ('Grossman', 'PERSON'), ('Arapahoe', 'LOCATION'), ('Trump', 'PERSON'), ('Adams', 'PERSON'), ('Engie', 'PERSON'), ('Crestone Peak Resources', 'ORGANIZATION'), ('Firestone', 'LOCATION'), ('Texas', 'LOCATION'), ('World Bank', 'ORGANIZATION'), ('Project Canary', 'ORGANIZATION'), ('Judith Kohler', 'PERSON'), ('Weld', 'LOCATION'), ('Justin Blohm', 'PERSON'), ('Romer', 'PERSON'), ('Jason Oates', 'PERSON'), ('Taryn Weiner', 'PERSON'), ('Oates', 'PERSON'), ('Biden', 'PERSON'), ('Obama', 'PERSON'), ('ESG', 'LOCATION'), ('Xcel', 'ORGANIZATION')"
Colorado regulators give initial OK to ban on flaring of oil.txt,"('Dan Haley', 'PERSON'), ('U.S.', 'LOCATION'), ('Iran', 'LOCATION'), ('Environmental Defense Fund', 'ORGANIZATION'), ('North Dakota', 'LOCATION'), ('Colorado', 'LOCATION'), ('Dan Grossman', 'PERSON'), ('Alaska', 'LOCATION'), ('Kelly Nordini', 'PERSON'), ('Iraq', 'LOCATION'), ('Grossman', 'PERSON'), ('Trump', 'PERSON'), ('Colorado Oil and Gas Conservation Commission', 'ORGANIZATION'), ('Haley', 'PERSON'), ('Bakken', 'PERSON'), ('World Bank', 'ORGANIZATION'), ('Colorado Oil and Gas Association', 'ORGANIZATION'), ('Judith Kohler', 'PERSON'), ('Permian Basin', 'LOCATION'), ('Greeley Tribune', 'ORGANIZATION'), ('Russia', 'LOCATION')"
Colorado regulators require zeroemission devices for oil and.txt,"('Dan Haley', 'PERSON'), ('Environmental Defense Fund', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Carbondale Trustee', 'ORGANIZATION'), ('Dan Grossman', 'PERSON'), ('Lynn Granger', 'PERSON'), ('Joey', 'PERSON'), ('American Petroleum Industry Colorado', 'ORGANIZATION'), ('Colorado Communities for Climate Action', 'ORGANIZATION'), ('Sara Rose Tannenbaum', 'PERSON'), ('Jared Polis', 'PERSON'), ('Colorado Air Quality Control Commission', 'ORGANIZATION'), ('U.S. EPA', 'ORGANIZATION'), ('Grossman', 'PERSON'), ('Greenhouse Gas Roadmap', 'ORGANIZATION'), ('Air Quality Control Commission', 'ORGANIZATION'), ('Erica Sparhawk', 'PERSON'), ('House', 'ORGANIZATION'), ('Colorado Oil and Gas Association', 'ORGANIZATION'), ('Colorado Springs', 'LOCATION'), ('Obama', 'PERSON')"
Colorado voters favor public land protection.txt,"('Estes Valley', 'LOCATION'), ('University of Bristol', 'ORGANIZATION'), ('Estes Park', 'LOCATION'), ('Nevada', 'LOCATION'), ('Rockies Project', 'ORGANIZATION'), ('West', 'LOCATION'), ('Arizona', 'LOCATION'), ('New Mexico', 'LOCATION'), ('Colorado State University', 'ORGANIZATION'), ('Wyoming', 'LOCATION'), ('Utah', 'LOCATION'), ('Colorado', 'LOCATION'), ('Montana', 'LOCATION'), ('Corina McKendry', 'PERSON'), ('Estes Valley Land Trust', 'ORGANIZATION'), ('Kris Kiser', 'PERSON'), ('Outdoor Power Equipment Institute', 'ORGANIZATION'), ('England', 'LOCATION'), ('Tyler Pialet', 'PERSON'), ('Colorado College', 'ORGANIZATION'), ('Colorado College State of the Rockies Project', 'ORGANIZATION'), ('National Academy of Sciences', 'ORGANIZATION'), ('Idaho', 'LOCATION'), ('Christopher Lowry', 'PERSON')"
Colorado wildfire update Snow prevents growth on Cameron Pea.txt,"('Ne ws Bank , Inc.', 'ORGANIZATION'), ('Delmerico', 'PERSON'), ('Grand County', 'LOCATION'), ('Larimer County', 'LOCATION'), ('Schroetlin', 'PERSON'), ('Jo urnal-Advo', 'PERSON'), ('Cameron Peak', 'PERSON'), ('Hanlon', 'PERSON'), ('Grand Foundation Wildfire Emergency Fund', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Grand Lake', 'LOCATION'), ('Brush News Tribune', 'ORGANIZATION'), ('Livingston', 'PERSON'), ('Granby', 'LOCATION'), ('Fort Morgan Times', 'ORGANIZATION'), ('Colorado Mo', 'ORGANIZATION'), ('Brus', 'PERSON'), ('Brett Schroetlin', 'PERSON'), ('Noel Livingston', 'PERSON'), ('Ne ws Bank , Inc. Hanlon', 'ORGANIZATION'), ('Senate', 'ORGANIZATION'), ('CO', 'LOCATION'), ('Paul Delmerico', 'PERSON'), ('Karl Hanlon', 'PERSON'), ('Red Cross Western Wildfires Fund Co', 'ORGANIZATION'), ('Kieran Nicholson', 'PERSON'), ('Rocky Mountain National Park', 'LOCATION')"
Colorados historic wildfire season could be a sign of things.txt,"('US Forest Service', 'ORGANIZATION'), ('U.S.', 'LOCATION'), ('Estes Park', 'LOCATION'), ('Summit County', 'LOCATION'), ('Sawyer', 'PERSON'), ('Western U.S.', 'LOCATION'), ('Fort Lewis College', 'ORGANIZATION'), ('Co', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Jeff Berino', 'PERSON'), ('Park', 'PERSON'), ('Grand Lake', 'LOCATION'), ('Red , White & Blue Fire Protection District', 'ORGANIZATION'), ('Julie Korb', 'PERSON'), ('Jim Keating', 'PERSON'), ('Berino', 'PERSON'), ('Granby', 'LOCATION'), ('Colorado Mo', 'ORGANIZATION'), ('Jefferson', 'LOCATION'), ('Daniels', 'PERSON'), ('Korb', 'PERSON'), ('Colorado Mountain College', 'ORGANIZATION'), ('USFS', 'ORGANIZATION'), ('Summit Fire & EMS', 'ORGANIZATION'), (""Colorado 's Wildland Fire Management Section"", 'ORGANIZATION'), ('CO', 'LOCATION'), ('Phillip Daniels', 'PERSON'), ('Douglas', 'PERSON'), ('Breckenridge', 'LOCATION')"
Colorados_4_major_wildfires_raging_across_the__Gazette_The_Colorado_Springs_CO___August_17_2020.txt,"('Grand County', 'LOCATION'), ('Fort Collins', 'LOCATION'), ('Grand Junction', 'LOCATION'), ('High Park', 'LOCATION'), ('Pine Gulch', 'LOCATION'), ('Cameron Peak', 'PERSON'), ('Arapaho', 'LOCATION'), ('Glenwood Canyon', 'LOCATION'), ('Bair Ranch', 'LOCATION'), ('Chambers Lake', 'LOCATION'), ('Cameron Pass', 'LOCATION'), ('Fraser', 'LOCATION'), ('Colorado', 'LOCATION'), ('Cernicek', 'PERSON'), ('Seekins', 'PERSON'), ('Glenwood Springs', 'LOCATION'), ('Mary Cernicek', 'PERSON'), ('Grizzly Creek', 'LOCATION'), ('Roosevelt', 'LOCATION'), ('Colorado Department of Transportation', 'ORGANIZATION'), ('Spring Valley', 'LOCATION'), ('Aspen', 'LOCATION'), ('Coffee Pot Road', 'LOCATION'), ('Colorado Springs', 'LOCATION'), ('Walden', 'LOCATION'), ('Pat Seekins', 'PERSON')"
Colorados_historic_wildfire_season_could_be_a__Vail_Daily_CO___October_29_2020.txt,"('Grand County', 'LOCATION'), ('U.S.', 'LOCATION'), ('Estes Park', 'LOCATION'), ('Summit County', 'LOCATION'), ('Vail Daily', 'ORGANIZATION'), ('Western U.S.', 'LOCATION'), ('Fort Lewis College', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Jeff Berino', 'PERSON'), ('Park', 'PERSON'), ('Grand Lake', 'LOCATION'), ('Red , White & Blue Fire Protection District', 'ORGANIZATION'), ('Julie Korb', 'PERSON'), ('Jim Keating', 'PERSON'), ('Berino', 'PERSON'), ('Jefferson', 'LOCATION'), ('Daniels', 'PERSON'), ('Korb', 'PERSON'), ('Colorado Mountain College', 'ORGANIZATION'), ('Summit Fire & EMS', 'ORGANIZATION'), (""Colorado 's Wildland Fire Management Section"", 'ORGANIZATION'), ('Phillip Daniels', 'PERSON'), ('FRISCO', 'LOCATION'), ('Douglas', 'PERSON'), ('Breckenridge', 'LOCATION')"
Colorados_pine_beetle_is_finally_fading._What__Journal_The_Cortez_Dolores_Mancos_CO___June_2_2021.txt,"(""Colorado State University 's Colorado Forest Restoration Institute"", 'ORGANIZATION'), ('David Sitton', 'PERSON'), ('Grand Mesa', 'LOCATION'), ('Colorado Sun', 'ORGANIZATION'), ('Cameron Peak', 'PERSON'), ('San Juan', 'LOCATION'), ('Gunnison', 'LOCATION'), ('San Juan National Forest', 'LOCATION'), ('South', 'LOCATION'), ('Brett Wolk', 'PERSON'), ('Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Engelmann', 'PERSON'), ('Jo', 'PERSON'), ('Aspen Wall Wood', 'LOCATION'), ('Mancos', 'LOCATION'), ('Pitts', 'PERSON'), ('T im Kyllo', 'PERSON'), ('Kyllo', 'PERSON'), ('Sitton', 'PERSON'), ('Manco', 'ORGANIZATION'), ('Colorado Sun Pests', 'ORGANIZATION'), ('Jason Blevins', 'PERSON'), ('Aspen', 'LOCATION'), ('Montrose Forest Products', 'ORGANIZATION'), ('Molly Pitts', 'PERSON'), ('Colorado T imber Association', 'ORGANIZATION'), ('Dolores', 'PERSON'), ('Douglas', 'PERSON'), ('Rio Grande', 'LOCATION'), ('Aspen Wall Wood', 'ORGANIZATION'), ('Montrose', 'LOCATION')"
Colorados_prison_firefighters_have_a_bridge_to__Lamar_Ledger_CO___April_15_2021.txt,"('Dylan Roberts', 'PERSON'), ('Lamar Ledg', 'PERSON'), ('Colorado', 'LOCATION'), ('Dean Williams', 'PERSON'), ('Caon City', 'LOCATION'), ('Colorado House', 'ORGANIZATION'), ('Department of Corrections', 'ORGANIZATION'), ('Alexander Burness', 'PERSON'), ('Jared Polis', 'PERSON'), ('Fire Prevention and Control', 'ORGANIZATION'), ('Buena Vista', 'LOCATION'), ('Lamar Le', 'PERSON')"
Colorado_fire_bans_How_to_check_where_you_can__Daily_Reporter-Herald_The_Loveland_CO___June_29_2021.txt,"('Bureau of Land Management', 'ORGANIZATION'), ('Arapaho National Forest * Grand Mesa National Forest * Gunnison National Forest * Pike National Forest * Rio Grande National Forest * Roosevelt National Forest * Routt National Forest * San Isabel National Forest', 'ORGANIZATION'), ('CO', 'LOCATION'), ('Colorado', 'LOCATION'), ('Homeland Security and Emergency Management', 'ORGANIZATION'), ('Ho', 'PERSON'), ('Colorado State Parks', 'ORGANIZATION'), ('BLM', 'ORGANIZATION'), ('Loveland', 'LOCATION'), ('San Juan National Forest', 'LOCATION'), ('Mesa Verde National Park * Great Sand Dunes National Park', 'LOCATION'), ('White River National Forest National Parks Each of Colorado', 'LOCATION'), ('Rocky Mountain National Park', 'LOCATION'), ('Gunnison National Park Bureau of Land Management', 'ORGANIZATION')"
Colorado_fire_updates_Containment_shrinks_on__Gazette_The_Colorado_Springs_CO___October_20_2020.txt,"('Delmerico', 'PERSON'), ('Grand County', 'LOCATION'), ('Clear Creek', 'LOCATION'), ('Fort Collins', 'LOCATION'), ('Ward', 'PERSON'), ('Boulder', 'LOCATION'), ('Mike Morgan', 'PERSON'), ('Cameron Peak', 'PERSON'), ('San Juan', 'LOCATION'), ('Arapaho', 'LOCATION'), ('Jamestown', 'LOCATION'), ('San Juan National Forest', 'LOCATION'), ('Silverton', 'LOCATION'), ('Wyoming', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('U.S. Forest Service', 'ORGANIZATION'), ('Lake Granby', 'LOCATION'), ('Colorado', 'LOCATION'), ('Roosevelt National Forests', 'ORGANIZATION'), ('Roosevelt National Forest', 'LOCATION'), ('Big Horn Park', 'LOCATION'), ('Ward', 'LOCATION'), ('Roosevelt National Forest Containment', 'ORGANIZATION'), ('Jamestown Containment', 'LOCATION'), ('Larimer', 'LOCATION'), ('Monte Williams', 'PERSON'), ('Jefferson', 'LOCATION'), ('Colorado Division of Fire Prevention and Control', 'ORGANIZATION'), ('Paul Delmerico', 'PERSON'), ('Colorado', 'ORGANIZATION'), ('Colorado Springs', 'LOCATION'), ('Gilpin', 'PERSON'), ('Ice Lake Basin', 'LOCATION'), ('Boulder Office of Emergency Management', 'ORGANIZATION')"
Colorado_forest_report_We_must_do_more_to__FOX_31_KDVR_Denver_CO___March_8_2021.txt,"('Matt Mauro DENVER', 'PERSON'), ('Lester', 'PERSON'), ('Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Colorado State Forest Service', 'ORGANIZATION'), ('Mike Lester', 'PERSON'), ('Denver', 'LOCATION')"
Colorado_looking_to_Biden_for_help__Denver_Post_The_CO___November_12_2020__p1A.txt,"('Colorado River', 'LOCATION'), ('West', 'LOCATION'), ('EPA', 'ORGANIZATION'), ('U.S. Department of Agriculture', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('U.S. Forest Service', 'ORGANIZATION'), ('Joe Biden', 'PERSON'), ('Colorado', 'LOCATION'), ('Wildlife Service', 'ORGANIZATION'), ('Putnam', 'PERSON'), ('Paris', 'LOCATION'), ('California', 'LOCATION'), ('Boulder County', 'LOCATION'), ('Jared Polis', 'PERSON'), ('Jones', 'PERSON'), ('Congress', 'ORGANIZATION'), ('Toor', 'PERSON'), ('John Putnam', 'PERSON'), ('Environmental Protection Agency', 'ORGANIZATION'), ('Transportation and Agriculture', 'ORGANIZATION'), ('Lefthand Canyon', 'ORGANIZATION'), ('Air Quality Control Commission', 'ORGANIZATION'), ('Dan Gibbs', 'PERSON'), ('Colorado Energy Office', 'ORGANIZATION'), ('Energy', 'ORGANIZATION'), ('Dan', 'PERSON'), ('Department of Natural Resources', 'ORGANIZATION'), ('Biden', 'PERSON'), ('Colorado Department of Public Health and Environment', 'ORGANIZATION'), ('Elise Jones', 'PERSON'), ('Will Toor', 'PERSON')"
Colorado_looks_to_logging_to_help_re-balance__Colorado_Daily_Boulder_CO___December_7_2020.txt,"('Fort Collins', 'LOCATION'), ('Saratoga', 'LOCATION'), ('Boulder', 'LOCATION'), ('Pine Gulch', 'LOCATION'), ('Cameron Peak', 'PERSON'), ('Parshall', 'PERSON'), ('Carolina Manriquez', 'PERSON'), ('Colorado Daily', 'ORGANIZATION'), ('University of Colorado Denver', 'ORGANIZATION'), ('Lester', 'PERSON'), ('U.S. Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Pittington', 'PERSON'), ('Colorado State Forest Service', 'ORGANIZATION'), ('John', 'PERSON'), ('Wilderness Society', 'ORGANIZATION'), ('Grand Lake', 'LOCATION'), ('Greg Aplet', 'PERSON'), ('Jared Polis', 'PERSON'), ('Bureau of Land Management', 'ORGANIZATION'), ('Oregon', 'LOCATION'), ('Diana Tomback', 'PERSON'), ('Manriquez', 'PERSON'), ('Bruce Finley', 'PERSON'), ('CO', 'LOCATION'), ('Mike Lester', 'PERSON'), ('Aplet', 'PERSON'), ('Tomback', 'PERSON'), ('Owl Mountain', 'LOCATION'), ('Steamboat Springs-based', 'LOCATION'), ('C.J', 'PERSON')"
Colorado_officials_hold_summit_to_get_public__Vail_Daily_CO___February_19_2021.txt,"('Courtney Walsh', 'PERSON'), ('Boulder', 'LOCATION'), ('Summit County', 'LOCATION'), ('Lincoln T', 'ORGANIZATION'), ('West', 'LOCATION'), ('Washington', 'LOCATION'), ('John Hickenlooper', 'PERSON'), ('Vail Daily', 'ORGANIZATION'), ('21st Century Conservation Corps', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Walsh', 'PERSON'), ('Colorado', 'LOCATION'), ('Colorado Department of Public Safety', 'ORGANIZATION'), ('Michael Bennet', 'PERSON'), ('Jared Polis', 'PERSON'), ('Cameron Peak Fire', 'ORGANIZATION'), ('Congress', 'ORGANIZATION'), ('Joe Neguse', 'PERSON'), ('Polis', 'PERSON'), ('Stan Hilkey', 'PERSON'), ('Senate', 'ORGANIZATION'), ('Neguse', 'PERSON'), ('Hilkey', 'PERSON'), ('Bennet', 'PERSON'), ('New York', 'LOCATION')"
Colorado_prison_inmates_fight_wildfires_while_they__Colorado_Sun_The_CO___June_22_2021.txt,"('Cameron Peak', 'ORGANIZATION'), ('Johnson', 'PERSON'), ('Colorado Sun', 'ORGANIZATION'), ('Larimer County', 'LOCATION'), ('State', 'ORGANIZATION'), ('Colorado Department of Corrections', 'ORGANIZATION'), ('Arizona', 'LOCATION'), ('New Mexico', 'LOCATION'), ('Garry Briese', 'PERSON'), ('Dylan Roberts', 'PERSON'), ('Colorado', 'LOCATION'), ('Colorado State Fire Chiefs', 'ORGANIZATION'), ('South Dakota', 'LOCATION'), ('Williams', 'PERSON'), ('Jared Polis', 'PERSON'), ('Dean Williams', 'PERSON'), ('State Wildland Inmate Fire Team', 'ORGANIZATION'), ('Waldo Canyon', 'LOCATION'), ('Aaron Greco', 'PERSON'), ('Department of Corrections', 'ORGANIZATION'), (""Larimer County Sheriff 's Office Emergency Services Unit"", 'ORGANIZATION'), ('Johnston', 'PERSON'), ('Briese', 'PERSON'), ('Capitol', 'LOCATION'), ('Kevin Johnston', 'PERSON'), ('State Fire Chiefs', 'ORGANIZATION'), ('Fire Prevention and Control', 'ORGANIZATION')"
Colorado_struggles_with_water_supplies__Ag_Journal_La_Junta_CO___November_27_2020__pA4.txt,"('Denver Water', 'ORGANIZATION'), ('National Resource Conservation Program', 'ORGANIZATION'), ('Lake Powell', 'PERSON'), ('Kate Marshall', 'PERSON'), ('Colorado River', 'LOCATION'), ('Nevada Lt', 'ORGANIZATION'), ('Nevada', 'LOCATION'), ('West', 'LOCATION'), ('Denver', 'LOCATION'), ('Arizona', 'LOCATION'), ('Nebraska', 'LOCATION'), ('Colorado State University', 'ORGANIZATION'), ('Wyoming', 'LOCATION'), ('Sylvia Bierman', 'PERSON'), ('Forest Service', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Colorado Forest Restoration Institute', 'ORGANIZATION'), ('Christina Burri', 'PERSON'), ('Colorado State Forest Service', 'ORGANIZATION'), ('Denver Water', 'LOCATION'), ('National Western Center', 'ORGANIZATION'), ('Lake Powell', 'LOCATION'), ('National Geographic Partners', 'ORGANIZATION'), ('Jared Polis', 'PERSON'), ('Weston Toll', 'PERSON'), ('Australia', 'LOCATION'), ('Mark Gordon', 'PERSON'), ('University of Nevada', 'ORGANIZATION'), ('Lake Meade', 'PERSON'), ('Colorado State', 'ORGANIZATION'), (""Denver Water 's Forest"", 'LOCATION'), ('Candace Krebs Ag Journal Article Pag', 'ORGANIZATION'), ('Gordon', 'PERSON'), ('Polis', 'PERSON'), ('Stephen Roe Lewis', 'PERSON'), ('Gila River Indian Co', 'ORGANIZATION'), ('Poland', 'LOCATION'), ('U.S. Forestry Service', 'ORGANIZATION'), ('Gary Knell', 'PERSON')"
Colorado_utilities_fear_wildfire_risk_and__Colorado_Sun_The_CO___October_5_2020.txt,"('Energy News Network', 'ORGANIZATION'), ('Silvis Lab', 'ORGANIZATION'), ('Grand Mesa', 'LOCATION'), ('Colorado Sun', 'ORGANIZATION'), ('Grand Junction', 'LOCATION'), ('Boulder', 'LOCATION'), ('U.S.', 'LOCATION'), ('Electric', 'ORGANIZATION'), ('Walch', 'PERSON'), ('Brooke T rammell', 'PERSON'), ('Bryan Hannegan', 'PERSON'), ('United', 'ORGANIZATION'), ('Grand Valley Power', 'ORGANIZATION'), ('Colorado', 'LOCATION'), ('Colorado State Forest Service', 'ORGANIZATION'), ('Tom Walch', 'PERSON'), ('Colorado Department of Public Safety', 'ORGANIZATION'), ('Holy Cross Energy', 'ORGANIZATION'), ('Hannegan', 'PERSON'), ('Xcel Energy', 'ORGANIZATION'), ('Colorado Public Utilities Commission', 'ORGANIZATION'), ('Holy Cross', 'ORGANIZATION'), ('Rocky Mountains', 'LOCATION'), ('California', 'LOCATION'), ('Allen Best', 'PERSON'), ('Public Utilities Commission', 'ORGANIZATION'), ('Colorado Rural Electric Association', 'ORGANIZATION'), ('Fourth National Climate Assessment', 'ORGANIZATION'), ('Xcel', 'ORGANIZATION'), ('Steve Rohlwing', 'PERSON'), ('Robbins', 'PERSON'), ('Grizzly Creek', 'LOCATION'), ('Allen', 'PERSON'), ('United Power', 'ORGANIZATION'), ('Wall Street Journal', 'ORGANIZATION'), ('National Rural Electric Cooperative Association', 'ORGANIZATION'), ('Pacific', 'LOCATION'), ('Pacific Gas and Electric', 'ORGANIZATION'), ('Vail', 'LOCATION'), ('Geoff Hier', 'PERSON'), ('Bryant Robbins', 'PERSON'), ('Aspen', 'LOCATION'), ('Rohlwing', 'PERSON'), ('Black Hills Energy', 'ORGANIZATION'), ('United States', 'LOCATION')"
Colorado_Wildfires_A_look_at_the_fires_burning__Gazette_The_Colorado_Springs_CO___August_30_2020.txt,"('Bishop Castle', 'LOCATION'), ('Fort Collins', 'LOCATION'), ('Grand Junction', 'LOCATION'), ('Raton', 'LOCATION'), ('Pine Gulch', 'LOCATION'), ('Ash', 'PERSON'), ('Cameron Peak', 'PERSON'), ('Arapaho', 'LOCATION'), ('Glenwood Canyon', 'LOCATION'), ('Chambers Lake', 'LOCATION'), ('Cameron Pass', 'LOCATION'), ('New Mexico', 'LOCATION'), ('Roosevelt National Forests Containment', 'ORGANIZATION'), ('James M. John', 'PERSON'), ('Sugarite Canyon State Park', 'LOCATION'), ('Colorado', 'LOCATION'), ('Hayman', 'PERSON'), ('Roosevelt National Forests', 'ORGANIZATION'), ('State Wildlife Area', 'LOCATION'), ('Glenwood Springs', 'LOCATION'), ('N.M', 'LOCATION'), ('Willis Creek', 'LOCATION'), ('National Guard', 'ORGANIZATION'), ('Colorado Wildfire', 'ORGANIZATION'), ('Grizzly Creek', 'LOCATION'), ('San Isabel National Forest', 'LOCATION'), ('Lake Dorothey State Wildlife Area', 'LOCATION'), ('Polis', 'PERSON'), ('ColoradoNew Mexico', 'LOCATION'), ('Lake George', 'LOCATION'), ('Colorado Springs', 'LOCATION'), ('Lake Dorothey', 'LOCATION'), ('Fraser', 'PERSON'), ('Pikes Peak', 'LOCATION'), ('Mexico', 'LOCATION')"
