fire Name,NER Name Extracted
8889 Fire,"('Ward County', 'LOCATION'), ('Monahans', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION')"
North Coats Fire,"('Forest Service', 'ORGANIZATION'), ('Crockett County', 'LOCATION'), ('Big Lake', 'LOCATION'), ('Texas', 'LOCATION')"
Diamond Butte Fire,
Sheep Fire,"('Plumas National Forests', 'ORGANIZATION')"
Bradley Creek Fire,
Rattlesnake Fire,"('Wenaha-Tucannon Wilderness', 'LOCATION'), ('Pomeroy', 'LOCATION'), ('Washington', 'LOCATION'), ('Little Tucannon Bridge', 'LOCATION'), ('Northern Rockies Incident Management Team', 'ORGANIZATION'), ('Panjab', 'LOCATION'), ('Umatilla National Forest', 'ORGANIZATION'), ('Columbia Complex', 'ORGANIZATION')"
Owens Fire,"('Owens', 'PERSON'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Reagan County', 'LOCATION'), ('Barnhart', 'LOCATION')"
August Complex North Zone,"('CALFIRE', 'ORGANIZATION'), ('Forest Glen', 'PERSON'), ('Humboldt County Sheriff ’ s Office', 'ORGANIZATION'), ('Laytonville', 'LOCATION'), ('Hettenshaw ValleyThe southeast area of Ruth Lake', 'LOCATION'), ('East of Bald Mountain Rd', 'LOCATION'), ('West of Bell Springs Rd.Zone T - South of Bell Springs Cekk', 'ORGANIZATION'), ('Covelo High School', 'ORGANIZATION'), ('Harwood Rd', 'PERSON'), ('California', 'LOCATION'), ('North', 'LOCATION'), ('Ruth Lake', 'LOCATION'), ('Humboldt', 'LOCATION'), ('Alderpoint Road', 'LOCATION'), ('South Fork of the Eel River', 'LOCATION'), ('Tehama', 'LOCATION'), ('Cal', 'LOCATION'), ('Williams Creek', 'LOCATION'), ('California Highway Patrol', 'ORGANIZATION'), ('Garberville', 'LOCATION'), ('Post MountainThe North', 'LOCATION'), ('West', 'LOCATION'), ('Mendocino', 'LOCATION'), ('Mina Rd', 'LOCATION'), ('Covelo', 'LOCATION'), ('Mendocino County', 'LOCATION'), ('Bell Springs Road', 'LOCATION'), ('Zenia', 'PERSON'), ('Eel River', 'LOCATION'), ('Middle Fork of the Eel River', 'LOCATION'), ('Trinity County Sheriff ’ s Office', 'ORGANIZATION'), ('Zenia Lake Mtn Road', 'LOCATION'), ('West of Hulls Creek', 'LOCATION'), ('East of Bell Springs Rd', 'ORGANIZATION'), ('National Weather Service', 'ORGANIZATION'), ('Kettenpom', 'LOCATION'), ('Trinity County', 'LOCATION'), ('East of Hulls Creek', 'ORGANIZATION'), ('Humboldt County', 'LOCATION'), ('Ruth Community Church', 'ORGANIZATION'), ('Ruth Valley', 'LOCATION'), ('Bridgeville', 'LOCATION'), ('Mendocino Sheriff ’ s Office', 'ORGANIZATION'), ('Ruth Lake Road', 'LOCATION'), ('Kettenpom Valley', 'LOCATION'), ('Ferndale', 'LOCATION'), ('BLM', 'ORGANIZATION'), ('North Zone', 'LOCATION'), ('Tomhead Lookout', 'LOCATION'), ('Bell Springs Creek', 'LOCATION'), ('Mendocino Pass Rd', 'LOCATION'), ('Humboldt County Fairgrounds', 'LOCATION'), ('Mendocino National Forest', 'LOCATION'), ('USDA Forest Service', 'ORGANIZATION'), ('North Fork of Eel River', 'LOCATION'), ('Evacuation Warnings Areas', 'ORGANIZATION'), ('USDA Forest Service Pacific Southwest Region', 'LOCATION'), ('Yolla Bolly Wilderness', 'LOCATION')"
Meddler Fire,"('Tonto National Forest', 'ORGANIZATION'), ('AZ', 'LOCATION'), ('Roosevelt', 'LOCATION')"
Bozarth Fire,"('Bozarth', 'PERSON')"
Basin,
Thorpe Fire,"('Inciweb', 'LOCATION'), (""Park County Sheriff 's Department"", 'ORGANIZATION')"
Lone Star Fire,"('Yellowstone', 'LOCATION'), ('United States', 'LOCATION'), ('Fern Cascades Trail', 'LOCATION'), ('West Thumb Junction', 'LOCATION'), ('Grand Loop Road', 'LOCATION'), ('Shoshone Lake', 'LOCATION'), ('Yellowstone National Park Lone Star', 'LOCATION')"
Comanche Creek Fire,"('Llano', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Comanche Creek', 'LOCATION'), ('Blanco County', 'LOCATION')"
Kohls Fire,"('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Eldorado', 'LOCATION'), ('Kohls', 'ORGANIZATION'), ('Schleicher County', 'LOCATION')"
Hospital Rd. Fire,"('Abilene', 'LOCATION'), ('Dyess Air Force Base', 'LOCATION'), ('Taylor County', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION')"
3101 Fire,"('Eastland', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('EastlandCounty', 'LOCATION'), ('Texas', 'LOCATION')"
R-8 Pinecone,"('Lassen County', 'LOCATION'), ('CA', 'LOCATION'), ('Ravendale', 'LOCATION')"
Caja Fire,"('Espanola Ranger District', 'LOCATION'), ('Caja del Rio Plateau', 'LOCATION'), ('Colorado', 'LOCATION'), ('Santa Fe National Forest', 'ORGANIZATION')"
Ebenezer Fire,"('Callahan County', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Abilene', 'LOCATION')"
Royal Pines II FIre,"('Bastrop County', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Bastrop', 'LOCATION')"
Lake Trammel Fire,"('Sweetwater', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Nolan County', 'LOCATION')"
Swager Creek Fire,"('Swager Creek', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Shackelford County', 'LOCATION'), ('Albany', 'LOCATION')"
Moraine Fire,"('Kings Canyon National Park', 'LOCATION'), ('San Joaquin Valley', 'LOCATION'), ('California', 'LOCATION'), ('Moraine', 'LOCATION'), ('Cedar Grove', 'LOCATION'), ('Kings Canyon National Parks Current Conditions WebpageAir Quality Information', 'ORGANIZATION'), ('Sierra Nevada', 'LOCATION'), ('Avalanche Pass Trail', 'ORGANIZATION'), ('San Joaquin Valley Air Pollution Control District', 'LOCATION')"
Sands Fire,"('Winkler County', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Kermit', 'LOCATION'), ('Texas', 'LOCATION')"
Moody Fire,"('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Moody', 'ORGANIZATION'), ('Val Verde County', 'LOCATION'), ('Del Rio', 'LOCATION')"
Medicine Fire,"('Marshall Butte Fires', 'ORGANIZATION')"
Lofer Fire,"('Whiteriver', 'LOCATION'), ('Arizona', 'LOCATION')"
Hidden Fire,"('Tonto NF', 'ORGANIZATION'), ('Southwest', 'LOCATION'), ('California', 'LOCATION')"
Ranch Fire,"('Gisela', 'PERSON'), ('Tonto National Forest', 'ORGANIZATION'), ('Arizona', 'LOCATION')"
Washer Fire,"('Mineral Wells', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Palo Pinto County', 'LOCATION')"
Sands 2 Fire,"('Winkler County', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Monahans', 'LOCATION'), ('Texas', 'LOCATION')"
Whitetail Fire,"('Forest Service', 'ORGANIZATION'), ('Fredericksburg', 'LOCATION'), ('Texas', 'LOCATION'), ('Gillespie County', 'LOCATION')"
Gobbler Creek Fire,"('Forest Service', 'ORGANIZATION'), ('Garza County', 'LOCATION'), ('Texas', 'LOCATION'), ('Justiceburg', 'LOCATION')"
Bolt Fire,"('Seven Springs Road', 'LOCATION'), ('Cave Creek Ranger District', 'LOCATION')"
Buck Fire,
Rockhouse Fire,"('AZ', 'LOCATION'), ('Ba Nagoni', 'LOCATION'), ('Firefighters Focus on Suppression Repair', 'ORGANIZATION'), ('SC', 'LOCATION'), ('Arizona', 'LOCATION'), ('Highway Tanks', 'LOCATION'), ('San Carlos Apache Tribe Emergency Response Commission', 'ORGANIZATION'), ('San Carlos', 'LOCATION'), ('Gila County', 'LOCATION'), ('San Carlos Apache Reservation', 'LOCATION'), ('Alder Fires', 'ORGANIZATION'), ('San Carlos Apache Forest Resources Program', 'ORGANIZATION')"
Ranger Hill Fire,"('Eastland County', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Ranger Hill', 'LOCATION'), ('Ranger', 'LOCATION')"
Slink Fire,"('Topaz Lake', 'LOCATION'), ('Mill Canyon Road', 'LOCATION'), ('Carson Iceberg Wilderness', 'LOCATION'), ('Bridgeport', 'LOCATION'), ('Carson', 'PERSON'), ('Slinkard Valley', 'LOCATION')"
Juniper Fire,"('San Carlos Apache Forest Resources Program', 'ORGANIZATION')"
Set Ranch Fire,"('Possum Kingdom Lake', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Palo Pinto County', 'LOCATION')"
Camp Constantine Fire,"('Possum Kingdom Lake', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Palo Pinto County', 'LOCATION')"
1853 Fire,"('Moran', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Stephens County', 'LOCATION'), ('Texas', 'LOCATION')"
Hubbard Creek Fire,"('Hubbard Creek', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Shackelford County', 'LOCATION'), ('Albany', 'LOCATION')"
Deep Creek Fire,"('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Shackelford County', 'LOCATION'), ('Deep Creek', 'LOCATION'), ('Albany', 'LOCATION')"
Alder Fire,"('AZ', 'LOCATION'), ('Ba Nagoni', 'LOCATION'), ('Firefighters Focus on Suppression Repair', 'ORGANIZATION'), ('SC', 'LOCATION'), ('Arizona', 'LOCATION'), ('Highway Tanks', 'LOCATION'), ('San Carlos Apache Tribe Emergency Response Commission', 'ORGANIZATION'), ('San Carlos', 'LOCATION'), ('Gila County', 'LOCATION'), ('San Carlos Apache Reservation', 'LOCATION'), ('Alder Fires', 'ORGANIZATION'), ('San Carlos Apache Forest Resources Program', 'ORGANIZATION')"
Ranch2 Post-Fire BAER,"('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration Fire Suppression Repair', 'ORGANIZATION')"
Lake Post-Fire BAER,"('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration Fire Suppression Repair', 'ORGANIZATION')"
Fitzpatrick Fire,"('Alpine', 'LOCATION'), ('Glass Mountains', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Brewster County', 'LOCATION')"
Box Ranch Fire,"('Lorena', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('McLennan County', 'LOCATION')"
Sweet Creek MP2 Fire,"('BLM', 'ORGANIZATION'), ('Mapleton', 'LOCATION'), ('Oregon', 'LOCATION')"
White Hill Fire,"('White Hill', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Terrell County', 'LOCATION'), ('Sanderson', 'LOCATION')"
Rock Hill Fire,"('Forest Service', 'ORGANIZATION'), ('Pecos County', 'LOCATION'), ('Texas', 'LOCATION'), ('Rock Hill', 'LOCATION'), ('Sanderson', 'LOCATION')"
Smith Canyon Fire,"('Forest Service', 'ORGANIZATION'), ('Pecos County', 'LOCATION'), ('Texas', 'LOCATION'), ('Iraan', 'LOCATION'), ('Smith Canyon', 'ORGANIZATION')"
Whitetail Loop Fire,
Ferguson Fire,"('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Reagan County', 'LOCATION'), ('Ferguson', 'PERSON'), ('Big Lake', 'LOCATION')"
EP Road Fire,"('Forest Service', 'ORGANIZATION'), ('Crockett County', 'LOCATION'), ('Texas', 'LOCATION'), ('Barnhart', 'LOCATION')"
Mule Shoe Fire,"('BaylorThrockmorton County', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Throckmorton County', 'LOCATION')"
Beaver Fire,"('Powell', 'PERSON'), ('Nez Perce-Clearwater National Forests', 'ORGANIZATION'), ('Lochsa-Powell Ranger District', 'LOCATION')"
Lad #1 Fire,"('Forest Service', 'ORGANIZATION'), ('Irion County', 'LOCATION'), ('Texas', 'LOCATION'), ('Barnhart', 'LOCATION')"
Cripple Creek Fire,"('Temple', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('McLennan County', 'LOCATION'), ('Cripple Creek', 'LOCATION')"
Rattlesnake Fire,"('Lone Pine', 'LOCATION'), ('San Joaquin Valley', 'LOCATION'), ('National Park Service', 'ORGANIZATION'), ('Horseshoe Meadows', 'ORGANIZATION'), ('Sequoia National Park', 'LOCATION'), ('Little Whitney Cabins', 'ORGANIZATION'), ('USFS', 'ORGANIZATION'), ('San Joaquin Valley Air Pollution Control District', 'LOCATION'), ('Inyo National Forest', 'ORGANIZATION'), ('Kern River Ranger Station', 'LOCATION'), ('Sequoia & Kings Canyon National Parks', 'ORGANIZATION'), ('Sierra Nevada', 'LOCATION'), ('Eastern Sierra Visitor Center', 'LOCATION'), ('Little Whitney Cabin', 'LOCATION'), ('Kennedy Meadows', 'LOCATION'), ('San Bernardino National Forest', 'LOCATION'), ('USDA Forest Service', 'ORGANIZATION'), ('Kern River', 'LOCATION'), ('Inyo National Forest', 'LOCATION'), ('NPS', 'ORGANIZATION'), ('Kings Canyon National Parks Current Conditions Webpage Inyo National Forest Webpage Air Quality Information', 'ORGANIZATION'), ('Golden Trout Creek', 'LOCATION')"
Medio Fire BAER Team,"('BAER', 'ORGANIZATION'), ('BAER', 'PERSON'), ('Long-Term Recovery and Restoration Fire Suppression Repair', 'ORGANIZATION')"
Wolf Fire,"('Yosemite National Park', 'LOCATION'), ('Yosemite National Park Wilderness', 'LOCATION'), ('Pate Valley Trail', 'LOCATION'), ('Lukens Lake', 'LOCATION'), ('Tioga Road', 'LOCATION'), ('Yosemite Valley', 'LOCATION'), ('Lukens Lake Trail', 'LOCATION'), ('Lukens Lake', 'ORGANIZATION'), ('White Wolf', 'LOCATION'), ('Yosemite Creek Campground -Yosemite Creek Campground', 'LOCATION'), ('Harden Lake', 'LOCATION'), ('White Wolf Campground', 'LOCATION'), ('Glacier Point Road', 'LOCATION'), ('Grant Lake', 'LOCATION'), ('Ten Lakes', 'LOCATION')"
North Whizz Dome Fire,"('Yosemite National Park', 'LOCATION'), ('Tioga Road', 'LOCATION'), ('Tioga Rd', 'LOCATION'), ('North Whizz Dome Fire', 'LOCATION'), ('Cathedral Creek', 'LOCATION')"
Hopkins Fire ,"('Elkhorn', 'LOCATION'), ('Hopkins', 'PERSON'), ('Willow Basin Fires', 'ORGANIZATION'), ('Mendocino', 'LOCATION')"
Huff,"('MT', 'LOCATION'), ('Jordan', 'LOCATION')"
Rice and Snider Fire,"('David Hamilton', 'PERSON'), ('Rice', 'PERSON'), ('Snider Fires', 'ORGANIZATION'), ('Tongue River', 'LOCATION')"
Sotol Mitchell Fire,"('Forest Service', 'ORGANIZATION'), ('Pecos County', 'LOCATION'), ('Texas', 'LOCATION'), ('Sotol Mitchell', 'ORGANIZATION'), ('Sanderson', 'LOCATION')"
Pierce Fire,"('Pierce', 'PERSON'), ('Forest Service', 'ORGANIZATION'), ('Texas', 'LOCATION'), ('Terrell County', 'LOCATION'), ('Sanderson', 'LOCATION')"
State Creek Fire,"('State Creek Fire', 'ORGANIZATION'), ('Beaverhead-Deerlodge National Forest', 'LOCATION'), ('Dillon', 'LOCATION'), ('Montana', 'LOCATION'), ('Beaverhead-Deerlodge National Forest', 'ORGANIZATION'), ('Cheri Ford', 'PERSON')"
Sarpy,"('BIA Crow Agency', 'ORGANIZATION'), ('Montana', 'LOCATION'), ('Northern Cheyenne', 'LOCATION'), ('Busby', 'LOCATION'), ('US', 'LOCATION'), ('Sarpy', 'LOCATION'), ('BIA Northern Cheyenne', 'LOCATION'), ('Northern Cheyenne Reservation', 'LOCATION'), ('Northern Cheyenne Reservations', 'ORGANIZATION')"
Bridger Foothills Fire,"('Northern Rockies', 'ORGANIZATION'), ('Gallatin County', 'LOCATION'), ('Montana', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Bozeman', 'PERSON'), ('Paul Monforton', 'PERSON'), ('US', 'LOCATION'), ('Custer Gallatin National Forest', 'ORGANIZATION'), ('Bridger Canyon', 'LOCATION')"
BobCat Fire,"('Bull Mountain Fire Dept', 'ORGANIZATION'), ('Fattig Creek', 'LOCATION'), ('BLM', 'ORGANIZATION'), ('Musselshell County', 'LOCATION'), ('Johnnys Coal Subdivision', 'ORGANIZATION'), ('Rick Connell I.C.', 'PERSON'), ('Signal Peak Coal Mine', 'ORGANIZATION'), ('MT', 'LOCATION'), (""Musselshell County Sheriff 's Dept"", 'ORGANIZATION'), ('Northern Rockies Incident Management Team', 'ORGANIZATION'), ('DNRC', 'ORGANIZATION'), ('Musselshell County Fire Dept', 'ORGANIZATION'), ('Bruner Mountain Subdivision', 'LOCATION')"
Porphyry Fire,"('Payette National Forest', 'LOCATION'), ('Hand Creek Trail', 'LOCATION'), ('Payette National Forest', 'ORGANIZATION'), ('Edwardsburg', 'LOCATION'), ('Big Creek', 'LOCATION'), ('Mosquito Ridge Trail', 'LOCATION')"
Creek Fire,"('Calif.', 'LOCATION'), ('Sierra National Forest', 'ORGANIZATION'), ('CLOVIS', 'LOCATION'), ('Big Creek', 'LOCATION')"
El Dorado Fire,"('California Interagency Management Team', 'ORGANIZATION'), ('Angelus Oaks', 'ORGANIZATION'), ('Mountain Home Village', 'LOCATION'), ('Yucaipa', 'ORGANIZATION'), ('Yucaipa Ridge', 'LOCATION'), ('Forest Service', 'ORGANIZATION'), ('Single Engine Air Tanker', 'ORGANIZATION'), ('Southern California', 'LOCATION'), ('Forest Falls', 'ORGANIZATION'), ('San Bernardino', 'LOCATION'), ('Apple', 'ORGANIZATION'), ('Oak Glen', 'PERSON'), ('Cal', 'LOCATION'), ('CAL FIRE Watershed Emergency Response Team', 'ORGANIZATION'), ('Scott Howes', 'PERSON'), ('San Gorgonio Wilderness Area of the San Bernardino National Forest', 'LOCATION'), ('San Gorgonio Wilderness Area', 'LOCATION'), ('CA', 'LOCATION'), ('Yucaipa', 'LOCATION'), ('San Bernardino National Forest', 'ORGANIZATION'), ('Forest Falls', 'LOCATION'), ('Mike Wakoski', 'PERSON'), ('El Dorado Park', 'LOCATION'), ('Numerous Fixed Wing Tankers', 'ORGANIZATION'), ('San Bernardino County', 'LOCATION'), ('San Bernardino National Forest ’ s Fire Information Center', 'ORGANIZATION'), ('Barton Flats', 'LOCATION'), ('Seven Oaks', 'ORGANIZATION'), ('Charles Edward Morton', 'PERSON'), ('San Bernardino National Forest', 'LOCATION'), ('Calif.', 'LOCATION'), ('Big Bear Airport & Lake', 'LOCATION'), ('USDA Forest Service', 'ORGANIZATION'), ('Yucaipa Regional Park', 'LOCATION'), ('Charlie Morton', 'PERSON'), ('Oak Glen', 'LOCATION'), ('Chris Fogle', 'PERSON')"
Horse Fire,"('Yosemite National Park', 'LOCATION'), ('Yosemite National Park Fire Web Map National Air Quality', 'ORGANIZATION'), ('Horse Ridge', 'LOCATION'), ('Tioga Road', 'LOCATION'), ('Ostrander Lake', 'LOCATION'), ('Glacier Point Road', 'LOCATION')"
Valley Fire,
Bobcat,"('Angeles National Forest Azusa', 'ORGANIZATION'), ('Angeles National Forest', 'ORGANIZATION'), ('Los Angeles Counties', 'LOCATION'), ('Juniper Hills', 'LOCATION'), ('Wilson', 'PERSON'), ('VENTURA', 'LOCATION'), ('California', 'LOCATION'), ('Santa Ana', 'LOCATION'), ('Santa Clarita Valley', 'LOCATION'), ('Los Angeles', 'LOCATION'), ('Big Santa Anita', 'ORGANIZATION'), ('Chantry', 'LOCATION'), ('LOS ANGELES', 'LOCATION'), ('Ventura', 'LOCATION'), ('Great Basin', 'LOCATION'), ('SANTA CLARITA VALLEY', 'LOCATION')"
Middle Fork Fire,
Grouse Fire,"('Incident Command Post', 'ORGANIZATION'), ('Pine', 'LOCATION'), ('Boise', 'LOCATION'), ('Idaho', 'LOCATION'), ('NFS', 'ORGANIZATION')"
Alder,
Jump,
Cow Canyon,"('New Mexico', 'LOCATION'), ('Alpine Ranger District', 'LOCATION'), ('Arizona', 'LOCATION')"
Two Four Two Fire,"('Chiloquin', 'LOCATION'), ('Chiloquin Ranger District', 'LOCATION')"
Bernard Fire,"('Bernard Peak', 'PERSON'), ('Echo Bay', 'LOCATION'), ('Lakeview', 'LOCATION')"
Cold Springs Fire,"('Omak', 'LOCATION'), ('Okanogan Co Fairgrounds', 'LOCATION'), ('WA', 'LOCATION'), ('Cold Springs', 'LOCATION'), ('Northeast Washington Interagency Incident Management Team', 'ORGANIZATION'), ('Red Cross', 'ORGANIZATION')"
Hunter 2 Fire,"('Blanchard', 'LOCATION'), ('Bernard', 'PERSON'), ('Hunter', 'ORGANIZATION'), ('Idaho Department of Lands Pend Oreille Fire Protection District', 'ORGANIZATION'), ('Bayview', 'LOCATION')"
Woodhead Fire,"('BAER', 'ORGANIZATION'), ('Intermountain Regional Office', 'ORGANIZATION'), ('Woodhead BAER', 'ORGANIZATION'), ('Forest Service', 'ORGANIZATION'), ('Bureau of Land Management', 'ORGANIZATION')"
Sunnyside Complex,"('Northern Rockies Incident Management Team', 'ORGANIZATION'), ('Mike Almas', 'PERSON')"
Fork Fire,"('Gerle Creek', 'LOCATION'), ('King Fire', 'LOCATION'), ('Crystal Basin', 'LOCATION'), ('Rubicon River', 'LOCATION')"
Center Creek Trail Fire,"('Utah', 'LOCATION'), ('Center Creek Trail Fire', 'ORGANIZATION'), ('Hanna', 'LOCATION'), ('Ashley National Forest', 'ORGANIZATION')"
CR 107 Fire,"('Forest Service', 'ORGANIZATION'), ('Crockett County', 'LOCATION'), ('Texas', 'LOCATION'), ('Ozona', 'LOCATION')"
Pearl Hill Fire,"('Washington Fairgrounds', 'LOCATION'), ('WA', 'LOCATION'), ('Pearl Hill', 'LOCATION'), ('Bridgeport', 'LOCATION'), ('Red Cross', 'ORGANIZATION'), ('Waterville', 'LOCATION')"
Holiday Farm Fire,"('Bureau of Land Management-NW Oregon', 'ORGANIZATION'), ('Willamette National Forest', 'ORGANIZATION'), ('Oregon Department of Forestry-South Cascade District', 'ORGANIZATION')"
Big Hollow Fire,"('Adams Ranger District', 'PERSON')"
Brattain Fire,
Slater/Devil Fires,"('Slater Butte Fire Lookout', 'LOCATION'), ('Klamath National Forest', 'ORGANIZATION'), ('Siskiyou Mountains Ranger District', 'LOCATION'), ('Upper Devil', 'LOCATION'), ('Del Norte County', 'LOCATION'), ('Josephine County', 'LOCATION'), ('California', 'LOCATION'), ('Bureau of Land Management Medford District', 'ORGANIZATION'), ('Siskiyou County', 'LOCATION'), ('Klamath', 'LOCATION'), ('South Obenchain Fire', 'ORGANIZATION'), ('Siskiyou', 'LOCATION'), ('Oregon', 'LOCATION'), ('Slater', 'PERSON'), ('Pacific Southwest Region', 'LOCATION')"
Riverside Fire,
Callahan,"('Inciweb', 'LOCATION'), ('Kootenai Facebook', 'ORGANIZATION')"
Archie Creek Fire,"('Umpqua National Forest', 'ORGANIZATION'), ('BLM', 'ORGANIZATION'), ('Roseburg', 'LOCATION'), ('Umpqua National Forest', 'LOCATION'), ('North Umpqua', 'LOCATION'), ('Diamond Lake', 'LOCATION'), ('Archie Creek Fire', 'ORGANIZATION')"
Inchelium Complex,"('Colville Administration', 'ORGANIZATION'), ('Colville Indian Reservation', 'ORGANIZATION')"
Echo Mountain Complex Fire,
Apple Acres Fire,"('WA', 'LOCATION'), ('Red Cross', 'ORGANIZATION'), ('Chelan', 'LOCATION')"
Whitney Fire,"('Northwest Incident Management Team', 'ORGANIZATION'), (""Lincoln County Sheriff 's Facebook"", 'ORGANIZATION')"
Mt. Lena Fire,"('Hamma Hamma Road', 'LOCATION'), ('Cabin Creek', 'LOCATION'), ('Lena', 'PERSON'), ('Hamma Hamma', 'PERSON')"
